n,game_id,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Home_ToP,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home xG/S %,Away xG/S %
222,game_2023_222,EUG,LAR,2,2,Draw,0.53,1.93,0.72,28,6,5,7,0,0,0,0,6.89%,12.00%
223,game_2023_223,DOV,AUG,4,0,Home,0.42,3.64,0.55,22,9,3,11,0,0,0,0,16.55%,6.11%
224,game_2023_224,FAR,SPR,4,1,Home,0.53,1.5,0.14,6,16,11,6,0,0,0,0,25.00%,0.88%
225,game_2023_225,MOB,CHM,1,1,Draw,0.63,0.32,0.6,11,10,4,1,0,0,0,0,2.91%,6.00%
226,game_2023_226,FAR,SAS,1,2,Away,0.48,1.13,0.74,12,13,11,3,0,0,0,0,9.42%,5.69%
227,game_2023_227,ALB,TUC,3,3,Draw,0.4,0.51,1.12,5,9,3,0,0,0,0,0,10.20%,12.44%
228,game_2023_228,SFS,BAK,3,3,Draw,0.53,2.94,2.15,20,19,7,3,0,0,0,0,14.70%,11.32%
229,game_2023_229,REN,JAC,1,3,Away,0.52,1.39,1.41,21,9,8,4,0,0,0,0,6.62%,15.67%
230,game_2023_230,LEX,AUG,1,1,Draw,0.45,1.48,0.92,10,14,5,1,0,0,0,1,14.80%,6.57%
231,game_2023_231,MAN,DOV,7,1,Home,0.56,1.82,1.28,16,15,1,7,0,0,2,0,11.38%,8.53%
232,game_2023_232,SPR,LRO,0,5,Away,0.42,1.15,1.56,16,17,5,5,0,0,0,0,7.19%,9.18%
233,game_2023_233,DES,FOR,2,4,Away,0.63,1.57,1.79,15,5,5,7,0,0,0,0,10.47%,35.80%
234,game_2023_234,EUG,FAR,0,2,Away,0.43,1.02,0.88,9,11,7,3,0,0,1,0,11.33%,8.00%
235,game_2023_235,MOB,REN,1,3,Away,0.62,1.08,2.27,12,15,4,4,0,0,0,0,9.00%,15.13%
236,game_2023_236,AUG,LRO,2,0,Home,0.5,2.05,0.69,9,13,8,5,0,0,1,0,22.78%,5.31%
237,game_2023_237,WIC,MAN,0,0,Draw,0.56,1.64,0.17,23,1,4,2,0,0,0,1,7.13%,17.00%
238,game_2023_238,LAR,LEX,0,3,Away,0.55,1.63,1.1,15,16,2,6,0,0,1,0,10.87%,6.88%
239,game_2023_239,TUC,DES,1,0,Home,0.59,1.81,0.68,17,9,5,1,0,0,0,0,10.65%,7.56%
240,game_2023_240,CHM,DOV,0,1,Away,0.53,1.15,1.45,15,8,4,5,0,0,1,0,7.67%,18.13%
241,game_2023_241,OAK,ALB,2,2,Draw,0.47,1.6,1.43,12,19,7,5,0,0,0,0,13.33%,7.53%
242,game_2023_242,TAC,SPR,7,0,Home,0.63,3.01,1.17,20,15,5,2,0,0,0,0,15.05%,7.80%
243,game_2023_243,BAK,BOI,1,0,Home,0.46,1.83,0.24,28,7,5,5,0,0,0,0,6.54%,3.43%
244,game_2023_244,ANC,FOR,2,2,Draw,0.45,2.46,1.27,17,8,2,6,0,0,0,0,14.47%,15.88%
245,game_2023_245,TOL,SJU,4,1,Home,0.72,2.59,0.73,18,13,3,3,0,0,1,0,14.39%,5.62%
246,game_2023_246,SAS,PRO,2,0,Home,0.57,3.1,0.37,22,7,6,5,0,0,1,0,14.09%,5.29%
247,game_2023_247,SFS,JAC,1,2,Away,0.38,0.95,1.7,6,12,4,5,0,0,1,0,15.83%,14.17%
248,game_2023_248,DOV,SJU,3,0,Home,0.54,1.74,1.06,18,14,6,8,0,0,0,0,9.67%,7.57%
249,game_2023_249,FAR,SFS,2,3,Away,0.45,1.69,1.64,5,14,9,2,0,0,0,0,33.80%,11.71%
250,game_2023_250,EUG,BAK,0,2,Away,0.48,0.86,1.42,18,10,4,4,0,0,1,0,4.78%,14.20%
251,game_2023_251,LRO,FOR,1,0,Home,0.62,1.82,0.68,13,8,7,2,0,0,0,0,14.00%,8.50%
252,game_2023_252,MAN,CHM,0,2,Away,0.44,1.17,1.67,11,13,5,7,0,0,0,1,10.64%,12.85%
253,game_2023_253,BOI,ANC,1,2,Away,0.51,1.33,1.18,16,18,4,7,0,0,0,0,8.31%,6.56%
254,game_2023_254,TUC,SAS,1,1,Draw,0.59,1.46,1.89,12,16,1,7,0,0,0,0,12.17%,11.81%
255,game_2023_255,TOL,PRO,2,0,Home,0.55,0.49,0.39,15,4,0,2,0,0,0,0,3.27%,9.75%
256,game_2023_256,AUG,LAR,4,2,Home,0.59,0.9,1.2,1,8,5,2,0,0,0,0,90.00%,15.00%
257,game_2023_257,DES,OAK,2,0,Home,0.6,0.68,0.4,6,4,0,2,0,0,0,0,11.33%,10.00%
258,game_2023_258,REN,ALB,0,1,Away,0.57,0.8,0.8,22,6,6,6,0,0,0,0,3.64%,13.33%
259,game_2023_259,LEX,SPR,0,0,Draw,0.45,1.4,0.53,14,7,6,4,0,0,0,0,10.00%,7.57%
260,game_2023_260,MOB,WIC,2,0,Home,0.56,1.91,0.88,5,5,3,3,0,0,1,0,38.20%,17.60%
261,game_2023_261,JAC,TAC,2,0,Home,0.64,2.06,0.7,19,3,8,2,0,0,0,0,10.84%,23.33%
262,game_2023_262,FOR,TUC,2,2,Draw,0.5,2.24,1.05,15,13,6,5,0,0,0,0,14.93%,8.08%
263,game_2023_263,SJU,CHM,2,1,Home,0.51,1.51,1.34,12,19,6,4,0,0,0,0,12.58%,7.05%
264,game_2023_264,SAS,AUG,1,1,Draw,0.5,1.33,1.14,12,10,1,2,0,0,0,0,11.08%,11.40%
265,game_2023_265,ANC,TOL,1,0,Home,0.51,2.4,0.71,18,9,3,6,0,0,0,0,13.33%,7.89%
266,game_2023_266,PRO,DOV,4,1,Home,0.57,1.26,0.16,13,18,6,3,0,0,0,0,9.69%,0.89%
267,game_2023_267,LRO,BOI,1,2,Away,0.53,1.4,0.99,18,9,5,2,0,0,1,1,7.78%,11.00%
268,game_2023_268,OAK,REN,1,0,Home,0.46,1.32,0.91,16,13,4,9,0,0,1,0,8.25%,7.00%
269,game_2023_269,SFS,WIC,1,1,Draw,0.54,2.84,0.3,26,2,8,6,0,0,0,0,10.92%,15.00%
270,game_2023_270,BAK,TAC,3,0,Home,0.53,0.31,0.41,12,4,7,2,0,0,0,0,2.58%,10.25%
271,game_2023_271,MAN,MOB,0,1,Away,0.43,0.91,0.85,18,11,3,7,0,0,0,0,5.06%,7.73%
272,game_2023_272,LEX,EUG,2,1,Home,0.61,2.34,1.31,13,17,8,7,0,0,1,0,18.00%,7.71%
273,game_2023_273,SAS,FOR,2,0,Home,0.49,2.22,0.36,18,10,5,5,0,0,2,0,12.33%,3.60%
274,game_2023_274,PRO,DES,1,1,Draw,0.59,0.2,1.04,6,14,4,2,0,0,1,0,3.33%,7.43%
275,game_2023_275,BAK,SJU,3,1,Home,0.47,2.38,1.49,20,17,8,3,0,0,0,0,11.90%,8.76%
276,game_2023_276,ANC,SFS,2,0,Home,0.48,1.53,0.48,21,6,5,5,0,0,0,0,7.29%,8.00%
277,game_2023_277,DOV,LAR,0,1,Away,0.44,1.03,0.72,17,3,5,6,0,0,0,0,6.06%,24.00%
278,game_2023_278,MAN,REN,0,1,Away,0.5,0.79,1.02,15,14,8,5,0,0,1,0,5.27%,7.29%
279,game_2023_279,JAC,MOB,3,0,Home,0.64,2.58,1.38,19,13,3,10,0,0,0,0,13.58%,10.62%
280,game_2023_280,CHM,LEX,2,1,Home,0.58,2.08,1.38,19,19,3,8,0,0,0,0,10.95%,7.26%
281,game_2023_281,WIC,TUC,0,0,Draw,0.51,1.17,0.43,4,10,8,6,0,0,0,0,29.25%,4.30%
282,game_2023_282,OAK,FAR,1,2,Away,0.5,0.23,1.02,13,10,7,6,0,0,1,0,1.77%,10.20%
283,game_2023_283,SPR,AUG,4,1,Home,0.35,0.73,0.99,16,13,3,4,0,0,1,1,4.56%,7.62%
284,game_2023_284,LRO,TOL,3,0,Home,0.62,1.93,0.54,15,9,3,4,0,0,0,0,12.87%,6.00%
285,game_2023_285,BOI,TAC,2,1,Home,0.56,1.6,0.45,6,8,5,6,0,0,1,0,26.67%,5.63%
286,game_2023_286,ALB,EUG,0,1,Away,0.65,1.04,0.75,11,11,1,2,0,0,0,0,9.45%,6.82%
287,game_2023_287,EUG,MAN,3,1,Home,0.39,2.42,1.75,13,13,7,4,0,0,0,0,18.62%,13.46%
288,game_2023_288,MOB,DES,1,1,Draw,0.48,1.05,1.76,10,9,6,5,0,0,1,0,10.50%,19.56%
289,game_2023_289,REN,ANC,0,0,Draw,0.54,0.55,0.13,3,18,3,4,0,0,1,1,18.33%,0.72%
290,game_2023_290,BOI,SAS,3,1,Home,0.69,2.57,1.35,24,14,12,6,0,0,0,0,10.71%,9.64%
291,game_2023_291,TAC,FAR,1,3,Away,0.6,1.44,0.86,10,17,3,7,0,1,0,2,14.40%,5.06%
292,game_2023_292,AUG,PRO,5,3,Home,0.46,1.72,1.15,18,11,7,2,2,0,2,1,9.56%,10.45%
293,game_2023_293,TUC,BAK,1,1,Draw,0.72,1.12,1.37,13,15,6,9,0,0,0,0,8.62%,9.13%
294,game_2023_294,SJU,JAC,0,0,Draw,0.43,0.96,0.81,13,17,10,1,0,0,0,0,7.38%,4.76%
295,game_2023_295,CHM,LAR,0,1,Away,0.53,1.47,1.2,15,11,6,3,0,0,1,0,9.80%,10.91%
296,game_2023_296,LEX,OAK,1,2,Away,0.59,2.11,1.25,27,14,11,4,0,0,0,0,7.81%,8.93%
297,game_2023_297,TOL,DOV,1,2,Away,0.63,0.49,1.08,10,16,6,2,0,0,0,0,4.90%,6.75%
298,game_2023_298,ALB,WIC,2,3,Away,0.43,2.61,2.09,12,17,7,4,0,0,0,0,21.75%,12.29%
299,game_2023_299,SFS,LRO,1,2,Away,0.49,2.17,0.72,18,10,8,7,0,0,0,0,12.06%,7.20%
300,game_2023_300,FOR,SPR,1,0,Home,0.77,2.15,0.14,21,13,7,3,0,0,1,0,10.24%,1.08%
301,game_2023_301,FAR,REN,2,1,Home,0.48,1.92,0.63,13,7,6,1,0,0,0,0,14.77%,9.00%
302,game_2023_302,MAN,LRO,3,1,Home,0.53,1.87,1.32,18,10,3,6,0,0,0,2,10.39%,13.20%
303,game_2023_303,TAC,FOR,1,2,Away,0.42,1.67,0.63,17,17,5,6,0,0,0,0,9.82%,3.71%
304,game_2023_304,PRO,LEX,1,1,Draw,0.54,1.07,0.99,12,15,5,6,0,0,1,0,8.92%,6.60%
305,game_2023_305,DOV,TUC,1,3,Away,0.5,1.84,1.04,17,11,1,5,0,2,1,2,10.82%,9.45%
306,game_2023_306,SAS,SFS,1,1,Draw,0.38,1.55,0.64,12,9,4,3,0,0,0,1,12.92%,7.11%
307,game_2023_307,JAC,AUG,2,1,Home,0.53,2.21,1.1,16,8,8,0,0,0,0,1,13.81%,13.75%
308,game_2023_308,BAK,ALB,3,3,Draw,0.48,1.53,1.18,11,13,5,2,0,0,0,0,13.91%,9.08%
309,game_2023_309,WIC,BOI,3,3,Draw,0.62,1.54,1.18,17,19,12,7,0,0,2,0,9.06%,6.21%
310,game_2023_310,LAR,MOB,1,1,Draw,0.53,1.49,0.51,14,11,8,3,0,0,0,0,10.64%,4.64%
311,game_2023_311,OAK,EUG,3,0,Home,0.5,2.12,0.22,13,2,2,1,0,0,0,0,16.31%,11.00%
312,game_2023_312,SJU,TOL,2,3,Away,0.56,1.41,1.43,10,17,6,6,0,0,0,0,14.10%,8.41%
313,game_2023_313,SPR,ANC,3,2,Home,0.49,1.6,0.67,19,7,8,3,1,0,1,0,8.42%,9.57%
314,game_2023_314,REN,SAS,2,0,Home,0.54,1.78,0.72,19,14,6,6,0,0,0,1,9.37%,5.14%
315,game_2023_315,DES,SJU,1,1,Draw,0.55,1.36,0.35,7,4,16,4,0,0,0,0,19.43%,8.75%
316,game_2023_316,WIC,PRO,0,4,Away,0.62,0.89,2.38,20,18,0,5,0,0,1,0,4.45%,13.22%
317,game_2023_317,CHM,JAC,0,0,Draw,0.44,0.36,0.63,18,14,2,2,0,0,0,0,2.00%,4.50%
318,game_2023_318,ALB,OAK,0,1,Away,0.53,0.81,1.14,3,13,6,2,0,0,0,0,27.00%,8.77%
319,game_2023_319,EUG,TUC,2,0,Home,0.45,1.34,0.78,13,6,2,4,0,0,0,0,10.31%,13.00%
320,game_2023_320,DES,MAN,2,1,Home,0.6,0.6,0.52,11,6,7,2,0,0,0,0,5.45%,8.67%
321,game_2023_321,ALB,SAS,2,0,Home,0.46,0.78,0.9,9,14,3,4,0,0,2,0,8.67%,6.43%
322,game_2023_322,TAC,SFS,0,2,Away,0.37,1.35,0.91,14,9,6,4,0,0,0,0,9.64%,10.11%
323,game_2023_323,BOI,FAR,0,3,Away,0.57,1.53,1.87,10,11,7,4,0,0,0,0,15.30%,17.00%
324,game_2023_324,JAC,PRO,2,3,Away,0.51,2.61,1.07,19,9,1,2,0,0,0,0,13.74%,11.89%
325,game_2023_325,ANC,BAK,1,0,Home,0.55,2.32,0.12,15,5,8,6,0,0,0,0,15.47%,2.40%
326,game_2023_326,TOL,LAR,3,2,Home,0.53,2.09,1.51,11,12,11,8,0,0,0,0,19.00%,12.58%
327,game_2023_327,CHM,AUG,0,1,Away,0.43,1.28,1.3,14,9,8,5,0,0,0,0,9.14%,14.44%
328,game_2023_328,LEX,DOV,2,0,Home,0.49,0.95,0.97,8,18,3,7,0,0,0,0,11.88%,5.39%
329,game_2023_329,SJU,SPR,2,3,Away,0.53,0.63,2.02,6,18,6,5,1,0,2,0,10.50%,11.22%
330,game_2023_330,LRO,REN,2,2,Draw,0.49,2.41,0.81,13,14,8,6,0,0,0,0,18.54%,5.79%
331,game_2023_331,FOR,WIC,3,0,Home,0.44,3.04,1.06,20,17,6,9,0,0,0,0,15.20%,6.24%
332,game_2023_332,OAK,MOB,2,3,Away,0.5,2.62,0.42,23,7,7,5,0,0,1,0,11.39%,6.00%
333,game_2023_333,LEX,LRO,3,2,Home,0.4,2.36,1.8,22,5,9,5,0,0,0,0,10.73%,36.00%
334,game_2023_334,DOV,MAN,1,2,Away,0.44,1.99,0.4,15,6,7,1,0,0,0,0,13.27%,6.67%
335,game_2023_335,ANC,CHM,1,0,Home,0.42,2.38,0.37,16,3,8,2,0,0,0,0,14.88%,12.33%
336,game_2023_336,FAR,DES,1,4,Away,0.52,2.13,2.63,15,18,3,6,0,0,0,1,14.20%,14.61%
337,game_2023_337,LAR,SJU,1,0,Home,0.43,1.51,0.49,4,19,8,4,0,0,0,0,37.75%,2.58%
338,game_2023_338,TUC,JAC,2,2,Draw,0.51,0.88,1.3,18,20,3,5,0,0,0,0,4.89%,6.50%
339,game_2023_339,PRO,AUG,1,3,Away,0.43,2.28,1.58,17,16,2,5,0,0,0,0,13.41%,9.88%
340,game_2023_340,SPR,TOL,1,2,Away,0.48,1.46,0.98,16,12,9,2,0,0,1,0,9.13%,8.17%
341,game_2023_341,MOB,ALB,3,1,Home,0.56,0.46,0.99,11,8,3,6,0,0,0,0,4.18%,12.38%
342,game_2023_342,SAS,WIC,2,0,Home,0.38,0.83,0.36,10,8,3,2,1,0,1,0,8.30%,4.50%
343,game_2023_343,FOR,TAC,3,1,Home,0.62,2.89,0.9,21,16,5,8,0,0,0,0,13.76%,5.63%
344,game_2023_344,SFS,EUG,2,0,Home,0.62,1.38,0.19,19,7,8,3,0,0,1,0,7.26%,2.71%
345,game_2023_345,OAK,BAK,0,1,Away,0.62,1.05,0.98,12,14,3,2,0,0,0,0,8.75%,7.00%
346,game_2023_346,REN,BOI,1,1,Draw,0.69,0.51,1.5,9,16,8,3,0,0,0,0,5.67%,9.38%
347,game_2023_347,FAR,SJU,4,1,Home,0.62,2.09,0.32,15,10,7,4,0,0,0,1,13.93%,3.20%
348,game_2023_348,AUG,DES,0,3,Away,0.64,0.78,2.3,22,15,4,7,0,0,0,0,3.55%,15.33%
349,game_2023_349,EUG,ANC,2,5,Away,0.42,1.56,1.09,12,9,8,2,0,0,0,0,13.00%,12.11%
350,game_2023_350,MOB,LAR,0,1,Away,0.66,1.07,0.84,11,1,3,9,0,0,0,0,9.73%,84.00%
351,game_2023_351,SAS,DOV,1,2,Away,0.47,1.91,0.98,20,4,8,1,0,0,0,0,9.55%,24.50%
352,game_2023_352,LRO,SPR,1,2,Away,0.72,2.53,1.39,11,7,3,3,0,0,0,0,23.00%,19.86%
353,game_2023_353,SFS,REN,1,4,Away,0.52,1.36,1.31,20,5,4,4,0,0,0,0,6.80%,26.20%
354,game_2023_354,BAK,FOR,1,0,Home,0.37,1.7,0.48,22,2,7,1,0,0,1,0,7.73%,24.00%
355,game_2023_355,SPR,LEX,3,0,Home,0.52,1.73,0.39,18,13,3,1,0,0,0,0,9.61%,3.00%
356,game_2023_356,ANC,TUC,0,1,Away,0.51,1.59,0.83,14,15,4,9,0,0,0,0,11.36%,5.53%
357,game_2023_357,WIC,FAR,0,3,Away,0.54,1.18,1.47,23,13,1,7,0,0,2,0,5.13%,11.31%
358,game_2023_358,JAC,LAR,1,1,Draw,0.53,0.29,0.49,5,4,5,7,0,0,0,0,5.80%,12.25%
359,game_2023_359,SJU,DOV,0,2,Away,0.5,0.28,1.28,8,7,1,4,0,0,0,0,3.50%,18.29%
360,game_2023_360,PRO,MOB,2,3,Away,0.41,2.38,2,24,11,2,5,0,0,0,0,9.92%,18.18%
361,game_2023_361,BOI,EUG,0,1,Away,0.53,1.9,0.82,22,7,10,6,0,0,1,0,8.64%,11.71%
362,game_2023_362,CHM,LRO,1,1,Draw,0.49,1.74,0.84,22,9,7,4,0,0,1,0,7.91%,9.33%
363,game_2023_363,OAK,SAS,2,7,Away,0.44,2.36,0.72,18,9,6,3,0,0,0,0,13.11%,8.00%
364,game_2023_364,MAN,AUG,0,2,Away,0.58,1.9,0.88,15,8,4,4,0,0,0,0,12.67%,11.00%
365,game_2023_365,DES,TOL,1,2,Away,0.5,1.22,1.17,17,5,3,5,0,0,0,0,7.18%,23.40%
366,game_2023_366,TAC,ALB,3,3,Draw,0.56,0.36,1.21,2,7,3,5,0,0,0,0,18.00%,17.29%
367,game_2023_367,FOR,FAR,3,1,Home,0.48,1.96,1.19,21,9,9,7,0,0,0,0,9.33%,13.22%
368,game_2023_368,ALB,REN,2,0,Home,0.49,1.72,0.97,8,3,4,4,0,0,1,0,21.50%,32.33%
369,game_2023_369,LEX,CHM,2,1,Home,0.35,1.55,0.83,8,11,3,10,0,1,0,1,19.38%,7.55%
370,game_2023_370,DOV,ANC,5,0,Home,0.59,2.31,0.3,17,6,3,4,0,0,0,0,13.59%,5.00%
371,game_2023_371,BAK,TUC,2,1,Home,0.56,1.62,0.32,23,8,4,6,0,0,0,0,7.04%,4.00%
372,game_2023_372,SPR,PRO,0,3,Away,0.45,0.5,1.07,5,20,5,7,0,0,0,0,10.00%,5.35%
373,game_2023_373,MAN,JAC,3,0,Home,0.58,2.81,0.63,20,13,4,0,0,0,0,0,14.05%,4.85%
374,game_2023_374,EUG,OAK,0,0,Draw,0.47,0.72,1.02,14,11,5,7,0,0,1,0,5.14%,9.27%
375,game_2023_375,SAS,BOI,3,3,Draw,0.53,2.42,1.32,11,17,8,0,0,0,0,0,22.00%,7.76%
376,game_2023_376,TAC,WIC,0,3,Away,0.5,1.32,1.63,21,9,7,3,0,0,0,0,6.29%,18.11%
377,game_2023_377,DES,MOB,0,1,Away,0.58,1.26,1.07,15,9,5,6,0,0,0,0,8.40%,11.89%
378,game_2023_378,LRO,SJU,3,0,Home,0.59,3.27,0.47,20,15,6,3,0,0,0,0,16.35%,3.13%
379,game_2023_379,LAR,SFS,3,2,Home,0.62,1.43,0.51,27,6,8,2,1,0,1,0,5.30%,8.50%
380,game_2023_380,TOL,AUG,0,0,Draw,0.5,0.34,1.13,2,15,11,3,0,0,0,0,17.00%,7.53%
381,game_2023_381,DOV,LRO,1,3,Away,0.45,1.45,0.52,11,9,3,4,0,0,0,0,13.18%,5.78%
382,game_2023_382,LAR,MAN,3,1,Home,0.53,1.86,1.58,16,21,2,4,0,0,1,0,11.63%,7.52%
383,game_2023_383,OAK,ANC,0,7,Away,0.43,1.43,1.66,21,10,4,2,0,0,0,0,6.81%,16.60%
384,game_2023_384,AUG,SJU,3,0,Home,0.61,2.91,0.33,17,5,3,2,0,0,1,1,17.12%,6.60%
385,game_2023_385,MOB,SFS,0,3,Away,0.42,1.12,2.54,20,18,0,5,0,0,1,0,5.60%,14.11%
386,game_2023_386,TUC,FAR,2,3,Away,0.45,1.61,1.36,3,14,3,1,0,0,0,0,53.67%,9.71%
387,game_2023_387,CHM,PRO,1,3,Away,0.5,2.17,1.92,19,12,5,5,0,0,0,0,11.42%,16.00%
388,game_2023_388,BOI,BAK,3,0,Home,0.52,1.02,0.75,13,2,9,5,0,0,0,0,7.85%,37.50%
389,game_2023_389,FOR,ALB,0,2,Away,0.71,2.15,1.13,18,13,2,0,0,0,0,0,11.94%,8.69%
390,game_2023_390,JAC,SPR,5,2,Home,0.66,2.45,0.15,12,16,1,3,0,0,0,0,20.42%,0.94%
391,game_2023_391,TOL,REN,3,1,Home,0.48,1.49,1.33,19,17,6,9,0,0,0,1,7.84%,7.82%
392,game_2023_392,OAK,FOR,4,3,Home,0.41,2.48,1.75,14,12,7,10,1,0,2,0,17.71%,14.58%
393,game_2023_393,CHM,MAN,1,1,Draw,0.53,1.18,1.33,19,10,5,5,0,0,0,0,6.21%,13.30%
394,game_2023_394,LEX,DES,4,5,Away,0.37,0.27,1.85,11,13,5,3,0,0,0,0,2.45%,14.23%
395,game_2023_395,BAK,SAS,1,2,Away,0.42,1.56,1.56,14,19,7,4,0,0,0,0,11.14%,8.21%
396,game_2023_396,SPR,DOV,2,1,Home,0.55,1.38,1.26,11,16,4,7,0,0,0,1,12.55%,7.88%
397,game_2023_397,ALB,LRO,2,5,Away,0.39,1.1,1.14,14,7,8,3,0,0,0,0,7.86%,16.29%
398,game_2023_398,SJU,ANC,0,0,Draw,0.53,0.46,0.56,7,2,4,5,0,0,0,0,6.57%,28.00%
399,game_2023_399,REN,TUC,2,0,Home,0.63,1.6,0.46,8,5,7,2,0,0,0,0,20.00%,9.20%
400,game_2023_400,MOB,JAC,0,0,Draw,0.43,1.54,0.87,15,11,6,8,0,0,0,0,10.27%,7.91%
401,game_2023_401,LAR,AUG,0,3,Away,0.36,0.84,1.38,14,15,4,4,0,0,0,0,6.00%,9.20%
402,game_2023_402,FAR,BOI,2,0,Home,0.55,2.55,0.57,19,7,6,3,0,0,0,0,13.42%,8.14%
403,game_2023_403,SFS,TAC,2,2,Draw,0.6,1.86,0.91,15,14,1,5,1,0,2,0,12.40%,6.50%
404,game_2023_404,WIC,EUG,5,1,Home,0.48,1.68,0.69,15,4,4,6,0,0,0,0,11.20%,17.25%
405,game_2023_405,AUG,LEX,3,1,Home,0.65,4.03,0.87,25,10,9,4,0,0,1,0,16.12%,8.70%
406,game_2023_406,JAC,CHM,3,1,Home,0.56,2.93,1.24,20,13,5,2,0,0,0,0,14.65%,9.54%
407,game_2023_407,REN,FOR,2,1,Home,0.53,2.72,0.76,13,12,3,3,0,0,0,0,20.92%,6.33%
408,game_2023_408,BOI,SJU,0,0,Draw,0.53,1.39,0.06,15,13,2,2,0,0,1,0,9.27%,0.46%
409,game_2023_409,OAK,SFS,3,0,Home,0.32,0.44,0.34,6,6,9,1,0,0,0,0,7.33%,5.67%
410,game_2023_410,SAS,FAR,1,0,Home,0.67,1.61,1.08,13,11,5,4,0,0,0,0,12.38%,9.82%
411,game_2023_411,MAN,PRO,2,3,Away,0.53,3.03,1.59,16,12,12,4,0,0,0,0,18.94%,13.25%
412,game_2023_412,ALB,BAK,1,0,Home,0.52,0.67,0.77,16,17,5,3,0,0,0,0,4.19%,4.53%
413,game_2023_413,SPR,LAR,2,5,Away,0.58,1.76,0.93,20,2,3,6,0,0,0,0,8.80%,46.50%
414,game_2023_414,DES,AUG,2,3,Away,0.47,2.17,2.05,15,19,3,6,0,0,0,0,14.47%,10.79%
415,game_2023_415,DOV,TOL,2,1,Home,0.48,0.74,1.77,12,17,4,6,0,0,0,0,6.17%,10.41%
416,game_2023_416,LEX,WIC,2,2,Draw,0.47,2.41,1.89,22,17,9,6,0,0,0,0,10.95%,11.12%
417,game_2023_417,TUC,TAC,3,7,Away,0.53,2.41,0.7,17,12,6,3,0,0,0,0,14.18%,5.83%
418,game_2023_418,LRO,MOB,4,3,Home,0.53,3.05,1.18,25,11,9,3,1,0,2,0,12.20%,10.73%
419,game_2023_419,ANC,EUG,0,0,Draw,0.47,1.97,0.67,19,14,5,5,0,0,0,0,10.37%,4.79%
420,game_2023_420,JAC,MAN,1,1,Draw,0.54,1.14,1.08,15,3,4,0,0,0,0,0,7.60%,36.00%
421,game_2023_421,PRO,CHM,0,1,Away,0.42,0.94,0.97,16,16,2,6,0,0,0,0,5.88%,6.06%
422,game_2023_422,TAC,SJU,2,0,Home,0.59,2.1,0.36,13,15,6,7,0,0,0,0,16.15%,2.40%
423,game_2023_423,BAK,FAR,1,2,Away,0.46,0.25,1.59,17,8,7,3,0,0,0,0,1.47%,19.88%
424,game_2023_424,TUC,LAR,0,3,Away,0.43,2.02,0.78,25,6,4,5,0,0,1,0,8.08%,13.00%
425,game_2023_425,TOL,LRO,1,1,Draw,0.55,1.3,1.07,11,13,3,7,0,0,1,0,11.82%,8.23%
426,game_2023_426,EUG,SFS,2,1,Home,0.32,1.12,0.89,17,10,8,1,0,0,0,0,6.59%,8.90%
427,game_2023_427,FOR,BOI,6,3,Home,0.45,2.82,0.82,11,1,8,6,0,0,0,0,25.64%,82.00%
428,game_2023_428,ANC,WIC,1,0,Home,0.44,0.94,0.27,15,16,3,2,0,0,0,0,6.27%,1.69%
429,game_2023_429,BOI,LEX,0,1,Away,0.59,3.01,0.27,22,14,13,0,0,0,0,0,13.68%,1.93%
430,game_2023_430,MAN,DES,0,1,Away,0.41,1.5,0.21,0,4,8,2,0,0,0,0,#DIV/0!,5.25%
431,game_2023_431,SFS,ANC,2,1,Home,0.52,2.31,0.81,5,13,4,6,0,0,0,0,46.20%,6.23%
432,game_2023_432,WIC,SAS,2,1,Home,0.54,1.13,1.29,21,15,4,2,0,0,2,0,5.38%,8.60%
433,game_2023_433,TAC,BAK,4,2,Home,0.57,2.26,0.81,14,20,9,8,0,0,0,0,16.14%,4.05%
434,game_2023_434,LAR,JAC,1,3,Away,0.4,1.95,0.63,19,8,6,1,1,0,1,0,10.26%,7.88%
435,game_2023_435,FOR,OAK,1,1,Draw,0.52,1.19,1.16,12,11,8,4,0,0,0,0,9.92%,10.55%
436,game_2023_436,LRO,DOV,2,1,Home,0.53,1.81,0.88,17,14,9,6,0,0,0,0,10.65%,6.29%
437,game_2023_437,AUG,SPR,2,1,Home,0.56,2.01,0.44,21,6,3,2,0,0,0,0,9.57%,7.33%
438,game_2023_438,EUG,REN,2,0,Home,0.35,1.28,0.68,13,7,3,4,0,0,0,0,9.85%,9.71%
439,game_2023_439,TOL,MOB,2,3,Away,0.44,0.93,1.29,8,8,5,5,0,0,0,0,11.63%,16.13%
440,game_2023_440,FAR,TUC,1,0,Home,0.49,0.84,0.34,2,0,6,8,0,0,1,0,42.00%,#DIV/0!
441,game_2023_441,SJU,PRO,0,2,Away,0.43,1.82,0.59,22,10,6,2,0,1,0,1,8.27%,5.90%
442,game_2023_442,CHM,ALB,0,1,Away,0.52,1.62,1.16,16,13,1,7,0,0,0,0,10.13%,8.92%
443,game_2023_443,WIC,SFS,2,4,Away,0.45,2.07,2.36,5,18,2,1,0,0,0,0,41.40%,13.11%
444,game_2023_444,REN,LEX,1,2,Away,0.53,1.52,1.33,10,6,5,2,0,0,0,0,15.20%,22.17%
